iv,contractType,dayToExpire,strikePrice,spotPrice,RFR,settlePrice
0.244,1,0.498039216,2.65,2.496,0.024654,0.2129
0.245,1,0.494117647,2.65,2.499,0.024654,0.2108
0.237,1,0.490196078,2.65,2.509,0.024654,0.2005
0.237,1,0.48627451,2.65,2.523,0.024654,0.1915
0.236,1,0.474509804,2.65,2.571,0.024654,0.1635
0.238,1,0.470588235,2.65,2.56,0.024654,0.1701
0.239,1,0.466666667,2.65,2.553,0.024654,0.1744
0.246,1,0.462745098,2.65,2.533,0.024654,0.1888
0.248,1,0.458823529,2.65,2.521,0.024654,0.1962
0.248,1,0.447058824,2.65,2.512,0.024654,0.2003
0.243,1,0.443137255,2.65,2.55,0.024654,0.1753
0.256,1,0.439215686,2.65,2.487,0.024654,0.2189
0.264,1,0.435294118,2.65,2.466,0.024654,0.2357
0.261,1,0.431372549,2.65,2.491,0.024654,0.2183
0.262,1,0.419607843,2.65,2.466,0.024654,0.2331
0.258,1,0.415686275,2.65,2.449,0.024654,0.2417
0.249,1,0.411764706,2.65,2.432,0.024654,0.2485
0.244,1,0.407843137,2.65,2.466,0.024654,0.2231
0.234,1,0.403921569,2.65,2.475,0.024654,0.2119
0.215,1,0.388235294,2.65,2.513,0.024654,0.1769
0,1,0.384313725,2.65,2.538,0.024654,0.0213
0.211,1,0.380392157,2.65,2.541,0.024654,0.1573
0.211,1,0.360784314,2.65,2.6,0.024654,0.1223
0.215,1,0.356862745,2.65,2.638,0.024654,0.1059
0.224,1,0.309803922,2.65,2.533,0.024654,0.1606
0.225,1,0.305882353,2.65,2.545,0.024654,0.1533
0.227,1,0.301960784,2.65,2.545,0.024654,0.1539
0.255,1,0.298039216,2.65,2.439,0.024654,0.2354
0.235,1,0.294117647,2.65,2.494,0.024654,0.1889
0.251,1,0.282352941,2.65,2.463,0.024654,0.2149
0.249,1,0.278431373,2.65,2.467,0.024654,0.2112
0.242,1,0.274509804,2.65,2.477,0.024654,0.2009
0.262,1,0.270588235,2.65,2.419,0.024654,0.2496
0.26,1,0.266666667,2.65,2.491,0.024654,0.1976
0.27,1,0.254901961,2.65,2.594,0.024654,0.1383
0.274,1,0.250980392,2.65,2.511,0.024654,0.1874
0.273,1,0.247058824,2.65,2.525,0.024654,0.1775
0.289,1,0.243137255,2.65,2.531,0.024654,0.1795
0.289,1,0.239215686,2.65,2.516,0.024654,0.1883
0.29,1,0.22745098,2.65,2.431,0.024654,0.2445
0.304,1,0.223529412,2.65,2.463,0.024654,0.2256
0.308,1,0.219607843,2.65,2.496,0.024654,0.2043
0.294,1,0.215686275,2.65,2.507,0.024654,0.1915
0.292,1,0.211764706,2.65,2.594,0.024654,0.1384
0.299,1,0.2,2.65,2.559,0.024654,0.1577
0.306,1,0.196078431,2.65,2.546,0.024654,0.1671
0.311,1,0.192156863,2.65,2.528,0.024654,0.1789
0.306,1,0.188235294,2.65,2.537,0.024654,0.1708
0,1,0.184313725,2.65,2.48,0.024654,0.111
0.313,1,0.168627451,2.65,2.509,0.024654,0.1863
0.319,1,0.164705882,2.65,2.475,0.024654,0.2102
0.301,1,0.160784314,2.65,2.505,0.024654,0.1833
0.296,1,0.156862745,2.65,2.507,0.024654,0.1797
0.259,1,0.117647059,2.65,2.45,0.024654,0.2067
0.234,1,0.11372549,2.65,2.439,0.024654,0.212
0.225,1,0.109803922,2.65,2.466,0.024654,0.1867
0.214,1,0.105882353,2.65,2.453,0.024654,0.1963
0.231,1,0.101960784,2.65,2.474,0.024654,0.1799
0.244,1,0.090196078,2.598,2.482,0.024654,0.1315
0.202,1,0.08627451,2.598,2.49,0.024654,0.1167
0.195,1,0.082352941,2.598,2.479,0.024654,0.1238
0.176,1,0.078431373,2.598,2.433,0.024654,0.162
0,1,0.074509804,2.598,2.425,0.024654,0.1668
0,1,0.062745098,2.598,2.408,0.024654,0.1843
0.161,1,0.058823529,2.598,2.413,0.024654,0.1811
0,1,0.054901961,2.598,2.419,0.024654,0.1735
0.176,1,0.050980392,2.598,2.453,0.024654,0.1429
0.156,1,0.047058824,2.598,2.423,0.024654,0.17
0,1,0.035294118,2.598,2.42,0.024654,0.1713
0,1,0.031372549,2.598,2.391,0.024654,0.2018
0,1,0.02745098,2.598,2.365,0.024654,0.2299
0,1,0.02745098,2.598,2.331,0.024654,0.2646
0.479,1,0.02745098,2.598,2.302,0.024654,0.2962
0.605,1,0.02745098,2.598,2.275,0.024654,0.326
0.238,1,0.949019608,2.7,2.642,0.024654,0.1969
0.238,1,0.945098039,2.7,2.642,0.024654,0.1969
0.239,1,0.929411765,2.7,2.654,0.024654,0.1917
0.236,1,0.925490196,2.7,2.634,0.024654,0.1979
0.234,1,0.91372549,2.7,2.674,0.024654,0.1775
0.241,1,0.909803922,2.7,2.714,0.024654,0.1665
0.241,1,0.905882353,2.7,2.711,0.024654,0.1675
0.222,1,0.901960784,2.7,2.723,0.024654,0.1465
0.215,1,0.898039216,2.7,2.716,0.024654,0.1428
0.2,1,0.890196078,2.7,2.745,0.024654,0.1193
0.179,1,0.858823529,2.7,2.736,0.024654,0.1039
0.177,1,0.854901961,2.7,2.717,0.024654,0.1089
0.176,1,0.847058824,2.7,2.655,0.024654,0.13
0.169,1,0.831372549,2.7,2.667,0.024654,0.1221
0.17,1,0.82745098,2.7,2.655,0.024654,0.1281
0.188,1,0.823529412,2.7,2.601,0.024654,0.1688
0.187,1,0.819607843,2.7,2.651,0.024654,0.1431
0.193,1,0.815686275,2.7,2.643,0.024654,0.151
0.193,1,0.815686275,2.7,2.686,0.024654,0.1327
0.187,1,0.8,2.7,2.696,0.024654,0.1225
0.182,1,0.796078431,2.7,2.686,0.024654,0.1228
0.182,1,0.792156863,2.7,2.694,0.024654,0.1186
0.193,1,0.788235294,2.7,2.652,0.024654,0.146
0.194,1,0.780392157,2.7,2.652,0.024654,0.146
0.196,1,0.776470588,2.7,2.663,0.024654,0.1427
0.189,1,0.77254902,2.7,2.688,0.024654,0.1258
0.188,1,0.768627451,2.7,2.672,0.024654,0.1313
0.189,1,0.764705882,2.7,2.675,0.024654,0.1312
0.198,1,0.760784314,2.7,2.678,0.024654,0.1361
0.234,1,0.745098039,2.7,2.612,0.024654,0.19
0.214,1,0.741176471,2.7,2.61,0.024654,0.1793
0.214,1,0.737254902,2.7,2.592,0.024654,0.1882
0.214,1,0.733333333,2.7,2.598,0.024654,0.1849
0.222,1,0.721568627,2.7,2.548,0.024654,0.2167
0.231,1,0.717647059,2.7,2.52,0.024654,0.2391
0.242,1,0.71372549,2.7,2.465,0.024654,0.2798
0.25,1,0.709803922,2.7,2.441,0.024654,0.3001
0.284,1,0.694117647,2.7,2.399,0.024654,0.348
0.29,1,0.690196078,2.7,2.41,0.024654,0.3438
0.282,1,0.68627451,2.7,2.39,0.024654,0.3519
0.292,1,0.682352941,2.7,2.391,0.024654,0.3567
0.275,1,0.678431373,2.7,2.425,0.024654,0.3236
0.251,1,0.666666667,2.7,2.496,0.024654,0.2631
0.244,1,0.662745098,2.7,2.493,0.024654,0.2602
0.25,1,0.658823529,2.7,2.454,0.024654,0.2883
0.244,1,0.654901961,2.7,2.505,0.024654,0.2525
0.243,1,0.650980392,2.7,2.509,0.024654,0.249
0.226,1,0.631372549,2.7,2.463,0.024654,0.2665
0.228,1,0.62745098,2.7,2.474,0.024654,0.2597
0.217,1,0.623529412,2.7,2.54,0.024654,0.2119
0.218,1,0.611764706,2.7,2.569,0.024654,0.1946
0.229,1,0.607843137,2.7,2.61,0.024654,0.1801
0.237,1,0.603921569,2.7,2.609,0.024654,0.1853
0.227,1,0.6,2.7,2.575,0.024654,0.1966
0.221,1,0.596078431,2.7,2.575,0.024654,0.1921
0.224,1,0.584313725,2.7,2.587,0.024654,0.1868
0.219,1,0.580392157,2.7,2.595,0.024654,0.1789
0.232,1,0.576470588,2.7,2.537,0.024654,0.2195
0.246,1,0.57254902,2.7,2.484,0.024654,0.2608
0.246,1,0.568627451,2.7,2.457,0.024654,0.2779
0.253,1,0.556862745,2.7,2.455,0.024654,0.2823
0.247,1,0.552941176,2.7,2.53,0.024654,0.2311
0.252,1,0.549019608,2.7,2.495,0.024654,0.2552
0.245,1,0.545098039,2.7,2.551,0.024654,0.2172
0.242,1,0.541176471,2.7,2.551,0.024654,0.215
0.242,1,0.529411765,2.7,2.526,0.024654,0.2286
0.251,1,0.525490196,2.7,2.518,0.024654,0.239
0.262,1,0.521568627,2.7,2.454,0.024654,0.2851
0.272,1,0.517647059,2.7,2.453,0.024654,0.2909
0.264,1,0.51372549,2.7,2.42,0.024654,0.3091
0.261,1,0.501960784,2.7,2.458,0.024654,0.2803
0.242,1,0.498039216,2.7,2.496,0.024654,0.2447
0.247,1,0.494117647,2.7,2.499,0.024654,0.2451
0.24,1,0.490196078,2.7,2.509,0.024654,0.2348
0.241,1,0.48627451,2.7,2.523,0.024654,0.2261
0.237,1,0.474509804,2.7,2.571,0.024654,0.1939
0.235,1,0.470588235,2.7,2.56,0.024654,0.1991
0.239,1,0.466666667,2.7,2.553,0.024654,0.205
0.247,1,0.462745098,2.7,2.533,0.024654,0.2213
0.251,1,0.458823529,2.7,2.521,0.024654,0.2302
0.237,1,0.447058824,2.7,2.512,0.024654,0.2278
0.245,1,0.443137255,2.7,2.55,0.024654,0.2079
0.26,1,0.439215686,2.7,2.487,0.024654,0.255
0.271,1,0.435294118,2.7,2.466,0.024654,0.2741
0.265,1,0.431372549,2.7,2.491,0.024654,0.2539
0.264,1,0.419607843,2.7,2.466,0.024654,0.2693
0.264,1,0.415686275,2.7,2.449,0.024654,0.2808
0.25,1,0.411764706,2.7,2.432,0.024654,0.2865
0.254,1,0.407843137,2.7,2.466,0.024654,0.26
0.24,1,0.403921569,2.7,2.475,0.024654,0.2503
0.216,1,0.388235294,2.7,2.513,0.024654,0.2119
0,1,0.384313725,2.7,2.538,0.024654,0.0343
0.21,1,0.380392157,2.7,2.541,0.024654,0.1896
0.211,1,0.360784314,2.7,2.6,0.024654,0.1517
0.211,1,0.356862745,2.7,2.638,0.024654,0.1303
0.221,1,0.309803922,2.7,2.533,0.024654,0.1937
0.221,1,0.305882353,2.7,2.545,0.024654,0.1853
0.221,1,0.301960784,2.7,2.545,0.024654,0.1846
0.251,1,0.298039216,2.7,2.439,0.024654,0.2727
0.247,1,0.294117647,2.7,2.494,0.024654,0.2298
0.25,1,0.282352941,2.7,2.463,0.024654,0.2527
0.251,1,0.278431373,2.7,2.467,0.024654,0.2495
0.255,1,0.274509804,2.7,2.477,0.024654,0.2431
0.281,1,0.270588235,2.7,2.419,0.024654,0.2957
0.261,1,0.266666667,2.7,2.491,0.024654,0.2342
0.272,1,0.254901961,2.7,2.594,0.024654,0.1689
0.276,1,0.250980392,2.7,2.511,0.024654,0.223
0.279,1,0.247058824,2.7,2.525,0.024654,0.2144
0.29,1,0.243137255,2.7,2.531,0.024654,0.2139
0.291,1,0.239215686,2.7,2.516,0.024654,0.2235
0.292,1,0.22745098,2.7,2.431,0.024654,0.2847
0.31,1,0.223529412,2.7,2.463,0.024654,0.2651
0.313,1,0.219607843,2.7,2.496,0.024654,0.24
0.298,1,0.215686275,2.7,2.507,0.024654,0.2282
0.293,1,0.211764706,2.7,2.594,0.024654,0.1691
0.199,1,0.2,2.7,2.558,0.024654,0.1571
0.308,1,0.196078431,2.7,2.546,0.024654,0.2012
0.31,1,0.192156863,2.7,2.528,0.024654,0.2131
0.308,1,0.188235294,2.7,2.537,0.024654,0.2054
0,1,0.184313725,2.7,2.48,0.024654,0.1394
0.316,1,0.168627451,2.7,2.509,0.024654,0.2233
0.313,1,0.164705882,2.7,2.475,0.024654,0.247
0.304,1,0.160784314,2.7,2.505,0.024654,0.2212
0.296,1,0.156862745,2.7,2.507,0.024654,0.2168
0.258,1,0.117647059,2.7,2.45,0.024654,0.2503
0.243,1,0.11372549,2.7,2.439,0.024654,0.2583
0.215,1,0.109803922,2.7,2.466,0.024654,0.2305
0.2,1,0.105882353,2.7,2.453,0.024654,0.2415
0.24,1,0.101960784,2.7,2.474,0.024654,0.2256
0.24,1,0.090196078,2.647,2.482,0.024654,0.1705
0.19,1,0.08627451,2.647,2.49,0.024654,0.1566
0.19,1,0.082352941,2.647,2.479,0.024654,0.1663
0,1,0.078431373,2.647,2.433,0.024654,0.2078
0,1,0.074509804,2.647,2.425,0.024654,0.2137
0.332,1,0.062745098,2.647,2.408,0.024654,0.242
0,1,0.058823529,2.647,2.413,0.024654,0.2287
0.276,1,0.054901961,2.647,2.419,0.024654,0.2268
0.156,1,0.050980392,2.647,2.453,0.024654,0.19
0,1,0.047058824,2.647,2.423,0.024654,0.2195
0,1,0.035294118,2.647,2.42,0.024654,0.2205
0,1,0.031372549,2.647,2.391,0.024654,0.2505
0,1,0.02745098,2.647,2.365,0.024654,0.2798
0.476,1,0.02745098,2.647,2.331,0.024654,0.3157
0.576,1,0.02745098,2.647,2.302,0.024654,0.3462
0.908,1,0.02745098,2.647,2.275,0.024654,0.3873
0.242,1,0.949019608,2.75,2.642,0.024654,0.2271
0.242,1,0.945098039,2.75,2.642,0.024654,0.2271
0.241,1,0.929411765,2.75,2.654,0.024654,0.2192
0.236,1,0.925490196,2.75,2.634,0.024654,0.2245
0.235,1,0.91372549,2.75,2.674,0.024654,0.2037
0.242,1,0.909803922,2.75,2.714,0.024654,0.1914
0.244,1,0.905882353,2.75,2.711,0.024654,0.1935
0.223,1,0.901960784,2.75,2.723,0.024654,0.1703
0.216,1,0.898039216,2.75,2.716,0.024654,0.1678
0.201,1,0.890196078,2.75,2.745,0.024654,0.1415
0.18,1,0.858823529,2.75,2.736,0.024654,0.1261
0.176,1,0.854901961,2.75,2.717,0.024654,0.1314
0.172,1,0.847058824,2.75,2.655,0.024654,0.1568
0.168,1,0.831372549,2.75,2.667,0.024654,0.1464
0.17,1,0.82745098,2.75,2.655,0.024654,0.1539
0.19,1,0.823529412,2.75,2.601,0.024654,0.1988
0.189,1,0.819607843,2.75,2.651,0.024654,0.1713
0.192,1,0.815686275,2.75,2.643,0.024654,0.1772
0.193,1,0.815686275,2.75,2.686,0.024654,0.1571
0.187,1,0.8,2.75,2.696,0.024654,0.1468
0.183,1,0.796078431,2.75,2.686,0.024654,0.1477
0.18,1,0.792156863,2.75,2.694,0.024654,0.1413
0.199,1,0.788235294,2.75,2.652,0.024654,0.1771
0.2,1,0.780392157,2.75,2.652,0.024654,0.1771
0.204,1,0.776470588,2.75,2.663,0.024654,0.1743
0.189,1,0.77254902,2.75,2.688,0.024654,0.151
0.187,1,0.768627451,2.75,2.672,0.024654,0.1567
0.188,1,0.764705882,2.75,2.675,0.024654,0.1554
0.198,1,0.760784314,2.75,2.678,0.024654,0.1616
0.229,1,0.745098039,2.75,2.612,0.024654,0.219
0.212,1,0.741176471,2.75,2.61,0.024654,0.207
0.216,1,0.737254902,2.75,2.592,0.024654,0.2193
0.217,1,0.733333333,2.75,2.598,0.024654,0.2161
0.224,1,0.721568627,2.75,2.548,0.024654,0.2496
0.247,1,0.717647059,2.75,2.52,0.024654,0.2829
0.243,1,0.71372549,2.75,2.465,0.024654,0.3152
0.254,1,0.709803922,2.75,2.441,0.024654,0.3378
0.285,1,0.694117647,2.75,2.399,0.024654,0.3844
0.296,1,0.690196078,2.75,2.41,0.024654,0.3833
0.286,1,0.68627451,2.75,2.39,0.024654,0.3908
0.298,1,0.682352941,2.75,2.391,0.024654,0.3967
0.288,1,0.678431373,2.75,2.425,0.024654,0.3674
0.252,1,0.666666667,2.75,2.496,0.024654,0.2978
0.249,1,0.662745098,2.75,2.493,0.024654,0.2976
0.253,1,0.658823529,2.75,2.454,0.024654,0.3254
0.244,1,0.654901961,2.75,2.505,0.024654,0.286
0.246,1,0.650980392,2.75,2.509,0.024654,0.2845
0.229,1,0.631372549,2.75,2.463,0.024654,0.3039
0.221,1,0.62745098,2.75,2.474,0.024654,0.2914
0.216,1,0.623529412,2.75,2.54,0.024654,0.2441
0.216,1,0.611764706,2.75,2.569,0.024654,0.2252
0.228,1,0.607843137,2.75,2.61,0.024654,0.2086
0.235,1,0.603921569,2.75,2.609,0.024654,0.2135
0.225,1,0.6,2.75,2.575,0.024654,0.2266
0.22,1,0.596078431,2.75,2.575,0.024654,0.2231
0.224,1,0.584313725,2.75,2.587,0.024654,0.2178
0.22,1,0.580392157,2.75,2.595,0.024654,0.2097
0.231,1,0.576470588,2.75,2.537,0.024654,0.2525
0.245,1,0.57254902,2.75,2.484,0.024654,0.2951
0.249,1,0.568627451,2.75,2.457,0.024654,0.3161
0.252,1,0.556862745,2.75,2.455,0.024654,0.3181
0.248,1,0.552941176,2.75,2.53,0.024654,0.2651
0.256,1,0.549019608,2.75,2.495,0.024654,0.2924
0.243,1,0.545098039,2.75,2.551,0.024654,0.2482
0.243,1,0.541176471,2.75,2.551,0.024654,0.2478
0.243,1,0.529411765,2.75,2.526,0.024654,0.2629
0.253,1,0.525490196,2.75,2.518,0.024654,0.2734
0.266,1,0.521568627,2.75,2.454,0.024654,0.3236
0.263,1,0.517647059,2.75,2.453,0.024654,0.3228
0.273,1,0.51372549,2.75,2.42,0.024654,0.3512
0.276,1,0.501960784,2.75,2.458,0.024654,0.325
0.245,1,0.498039216,2.75,2.496,0.024654,0.2821
0.252,1,0.494117647,2.75,2.499,0.024654,0.2833
0.242,1,0.490196078,2.75,2.509,0.024654,0.271
0.243,1,0.48627451,2.75,2.523,0.024654,0.2619
0.24,1,0.474509804,2.75,2.571,0.024654,0.228
0.238,1,0.470588235,2.75,2.56,0.024654,0.2333
0.243,1,0.466666667,2.75,2.553,0.024654,0.2405
0.251,1,0.462745098,2.75,2.533,0.024654,0.2571
0.251,1,0.458823529,2.75,2.521,0.024654,0.2649
0.242,1,0.447058824,2.75,2.512,0.024654,0.2657
0.24,1,0.443137255,2.75,2.55,0.024654,0.2387
0.263,1,0.439215686,2.75,2.487,0.024654,0.2927
0.271,1,0.435294118,2.75,2.466,0.024654,0.3108
0.27,1,0.431372549,2.75,2.491,0.024654,0.2924
0.264,1,0.419607843,2.75,2.466,0.024654,0.3063
0.264,1,0.415686275,2.75,2.449,0.024654,0.3186
0.254,1,0.411764706,2.75,2.432,0.024654,0.3271
0.247,1,0.407843137,2.75,2.466,0.024654,0.2983
0.243,1,0.403921569,2.75,2.475,0.024654,0.2895
0.217,1,0.388235294,2.75,2.513,0.024654,0.2496
0,1,0.384313725,2.75,2.538,0.024654,0.0496
0.216,1,0.380392157,2.75,2.541,0.024654,0.2282
0.21,1,0.360784314,2.75,2.6,0.024654,0.1836
0.215,1,0.356862745,2.75,2.638,0.024654,0.16
0.218,1,0.309803922,2.75,2.533,0.024654,0.2297
0.223,1,0.305882353,2.75,2.545,0.024654,0.2225
0.215,1,0.301960784,2.75,2.545,0.024654,0.2189
0.251,1,0.298039216,2.75,2.439,0.024654,0.3141
0.248,1,0.294117647,2.75,2.494,0.024654,0.2691
0.249,1,0.282352941,2.75,2.463,0.024654,0.293
0.246,1,0.278431373,2.75,2.467,0.024654,0.2884
0.256,1,0.274509804,2.75,2.477,0.024654,0.2831
0.255,1,0.270588235,2.75,2.419,0.024654,0.3303
0.266,1,0.266666667,2.75,2.491,0.024654,0.2748
0.273,1,0.254901961,2.75,2.594,0.024654,0.2025
0.275,1,0.250980392,2.75,2.511,0.024654,0.2607
0.281,1,0.247058824,2.75,2.525,0.024654,0.2519
0.292,1,0.243137255,2.75,2.531,0.024654,0.2509
0.293,1,0.239215686,2.75,2.516,0.024654,0.2614
0.277,1,0.22745098,2.75,2.431,0.024654,0.3228
0.31,1,0.223529412,2.75,2.463,0.024654,0.305
0.309,1,0.219607843,2.75,2.496,0.024654,0.2787
0.295,1,0.215686275,2.75,2.507,0.024654,0.2654
0.297,1,0.211764706,2.75,2.594,0.024654,0.2038
0.156,1,0.2,2.75,2.558,0.024654,0.19
0.309,1,0.196078431,2.75,2.546,0.024654,0.2377
0.298,1,0.192156863,2.75,2.528,0.024654,0.247
0.309,1,0.188235294,2.75,2.537,0.024654,0.2428
0,1,0.184313725,2.75,2.48,0.024654,0.1705
0.311,1,0.168627451,2.75,2.509,0.024654,0.2608
0.317,1,0.164705882,2.75,2.475,0.024654,0.2887
0.303,1,0.160784314,2.75,2.505,0.024654,0.261
0.304,1,0.156862745,2.75,2.507,0.024654,0.2586
0.258,1,0.117647059,2.75,2.45,0.024654,0.2963
0.227,1,0.11372549,2.75,2.439,0.024654,0.3045
0.156,1,0.109803922,2.75,2.466,0.024654,0.276
0.156,1,0.105882353,2.75,2.453,0.024654,0.289
0.195,1,0.101960784,2.75,2.474,0.024654,0.269
0.233,1,0.090196078,2.696,2.482,0.024654,0.2131
0.171,1,0.08627451,2.696,2.49,0.024654,0.2009
0,1,0.082352941,2.696,2.479,0.024654,0.2107
0,1,0.078431373,2.696,2.433,0.024654,0.255
0,1,0.074509804,2.696,2.425,0.024654,0.2613
0,1,0.062745098,2.696,2.408,0.024654,0.2812
0.156,1,0.058823529,2.696,2.413,0.024654,0.279
0,1,0.054901961,2.696,2.419,0.024654,0.2705
0,1,0.050980392,2.696,2.453,0.024654,0.2384
0,1,0.047058824,2.696,2.423,0.024654,0.2664
0,1,0.035294118,2.696,2.42,0.024654,0.2696
0,1,0.031372549,2.696,2.391,0.024654,0.2991
0,1,0.02745098,2.696,2.365,0.024654,0.3272
0,1,0.02745098,2.696,2.331,0.024654,0.3626
0.667,1,0.02745098,2.696,2.302,0.024654,0.3961
0,1,0.02745098,2.696,2.275,0.024654,0.4184
0.238,1,0.949019608,2.8,2.642,0.024654,0.2525
0.238,1,0.945098039,2.8,2.642,0.024654,0.2525
0.242,1,0.929411765,2.8,2.654,0.024654,0.2482
0.235,1,0.925490196,2.8,2.634,0.024654,0.2528
0.238,1,0.91372549,2.8,2.674,0.024654,0.2332
0.242,1,0.909803922,2.8,2.714,0.024654,0.2167
0.242,1,0.905882353,2.8,2.711,0.024654,0.2187
0.224,1,0.901960784,2.8,2.723,0.024654,0.1964
0.216,1,0.898039216,2.8,2.716,0.024654,0.1933
0.2,1,0.890196078,2.8,2.745,0.024654,0.1651
0.178,1,0.858823529,2.8,2.736,0.024654,0.1492
0.176,1,0.854901961,2.8,2.717,0.024654,0.1562
0.17,1,0.847058824,2.8,2.655,0.024654,0.1838
0.17,1,0.831372549,2.8,2.667,0.024654,0.1768
0.168,1,0.82745098,2.8,2.655,0.024654,0.1812
0.184,1,0.823529412,2.8,2.601,0.024654,0.2261
0.184,1,0.819607843,2.8,2.651,0.024654,0.1964
0.194,1,0.815686275,2.8,2.643,0.024654,0.2082
0.194,1,0.815686275,2.8,2.686,0.024654,0.185
0.186,1,0.8,2.8,2.696,0.024654,0.1722
0.182,1,0.796078431,2.8,2.686,0.024654,0.1745
0.179,1,0.792156863,2.8,2.694,0.024654,0.1679
0.199,1,0.788235294,2.8,2.652,0.024654,0.2059
0.199,1,0.780392157,2.8,2.652,0.024654,0.2059
0.195,1,0.776470588,2.8,2.663,0.024654,0.1965
0.184,1,0.77254902,2.8,2.688,0.024654,0.1736
0.186,1,0.768627451,2.8,2.672,0.024654,0.1837
0.185,1,0.764705882,2.8,2.675,0.024654,0.1809
0.196,1,0.760784314,2.8,2.678,0.024654,0.1879
0.232,1,0.745098039,2.8,2.612,0.024654,0.2515
0.214,1,0.741176471,2.8,2.61,0.024654,0.2391
0.217,1,0.737254902,2.8,2.592,0.024654,0.2517
0.216,1,0.733333333,2.8,2.598,0.024654,0.2469
0.226,1,0.721568627,2.8,2.548,0.024654,0.2852
0.234,1,0.717647059,2.8,2.52,0.024654,0.309
0.248,1,0.71372549,2.8,2.465,0.024654,0.3546
0.257,1,0.709803922,2.8,2.441,0.024654,0.3765
0.289,1,0.694117647,2.8,2.399,0.024654,0.4246
0.293,1,0.690196078,2.8,2.41,0.024654,0.4185
0.294,1,0.68627451,2.8,2.39,0.024654,0.4335
0.293,1,0.682352941,2.8,2.391,0.024654,0.43
0.282,1,0.678431373,2.8,2.425,0.024654,0.4009
0.256,1,0.666666667,2.8,2.496,0.024654,0.3356
0.251,1,0.662745098,2.8,2.493,0.024654,0.335
0.254,1,0.658823529,2.8,2.454,0.024654,0.3631
0.248,1,0.654901961,2.8,2.505,0.024654,0.324
0.249,1,0.650980392,2.8,2.509,0.024654,0.322
0.24,1,0.631372549,2.8,2.463,0.024654,0.3477
0.235,1,0.62745098,2.8,2.474,0.024654,0.3369
0.218,1,0.623529412,2.8,2.54,0.024654,0.2805
0.221,1,0.611764706,2.8,2.569,0.024654,0.2622
0.231,1,0.607843137,2.8,2.61,0.024654,0.2426
0.237,1,0.603921569,2.8,2.609,0.024654,0.2464
0.228,1,0.6,2.8,2.575,0.024654,0.2621
0.223,1,0.596078431,2.8,2.575,0.024654,0.2586
0.224,1,0.584313725,2.8,2.587,0.024654,0.2504
0.221,1,0.580392157,2.8,2.595,0.024654,0.2436
0.234,1,0.576470588,2.8,2.537,0.024654,0.29
0.248,1,0.57254902,2.8,2.484,0.024654,0.3339
0.251,1,0.568627451,2.8,2.457,0.024654,0.355
0.255,1,0.556862745,2.8,2.455,0.024654,0.3577
0.251,1,0.552941176,2.8,2.53,0.024654,0.3023
0.259,1,0.549019608,2.8,2.495,0.024654,0.3304
0.248,1,0.545098039,2.8,2.551,0.024654,0.2856
0.245,1,0.541176471,2.8,2.551,0.024654,0.284
0.246,1,0.529411765,2.8,2.526,0.024654,0.3005
0.257,1,0.525490196,2.8,2.518,0.024654,0.3116
0.273,1,0.521568627,2.8,2.454,0.024654,0.3653
0.269,1,0.517647059,2.8,2.453,0.024654,0.364
0.277,1,0.51372549,2.8,2.42,0.024654,0.3923
0.266,1,0.501960784,2.8,2.458,0.024654,0.3577
0.248,1,0.498039216,2.8,2.496,0.024654,0.3209
0.258,1,0.494117647,2.8,2.499,0.024654,0.3232
0.251,1,0.490196078,2.8,2.509,0.024654,0.3125
0.251,1,0.48627451,2.8,2.523,0.024654,0.302
0.245,1,0.474509804,2.8,2.571,0.024654,0.2649
0.234,1,0.470588235,2.8,2.56,0.024654,0.27
0.247,1,0.466666667,2.8,2.553,0.024654,0.2776
0.253,1,0.462745098,2.8,2.533,0.024654,0.2945
0.255,1,0.458823529,2.8,2.521,0.024654,0.3036
0.254,1,0.447058824,2.8,2.512,0.024654,0.3089
0.254,1,0.443137255,2.8,2.55,0.024654,0.28
0.269,1,0.439215686,2.8,2.487,0.024654,0.333
0.275,1,0.435294118,2.8,2.466,0.024654,0.3512
0.271,1,0.431372549,2.8,2.491,0.024654,0.3308
0.27,1,0.419607843,2.8,2.466,0.024654,0.3483
0.273,1,0.415686275,2.8,2.449,0.024654,0.36
0.26,1,0.411764706,2.8,2.432,0.024654,0.3706
0.25,1,0.407843137,2.8,2.466,0.024654,0.3395
0.247,1,0.403921569,2.8,2.475,0.024654,0.3309
0.218,1,0.388235294,2.8,2.513,0.024654,0.2892
0,1,0.384313725,2.8,2.538,0.024654,0.0129
0.214,1,0.380392157,2.8,2.541,0.024654,0.2655
0.209,1,0.360784314,2.8,2.6,0.024654,0.2188
0.212,1,0.356862745,2.8,2.638,0.024654,0.1936
0.213,1,0.309803922,2.8,2.533,0.024654,0.2682
0.224,1,0.305882353,2.8,2.545,0.024654,0.2621
0.227,1,0.301960784,2.8,2.545,0.024654,0.263
0.264,1,0.298039216,2.8,2.439,0.024654,0.3602
0.25,1,0.294117647,2.8,2.494,0.024654,0.3105
0.251,1,0.282352941,2.8,2.463,0.024654,0.3358
0.234,1,0.278431373,2.8,2.467,0.024654,0.33
0.251,1,0.274509804,2.8,2.477,0.024654,0.3235
0.237,1,0.270588235,2.8,2.419,0.024654,0.3709
0.252,1,0.266666667,2.8,2.491,0.024654,0.3118
0.276,1,0.254901961,2.8,2.594,0.024654,0.2394
